API Number,Operator,Month,Day,Year,Well_Name,Field_Name,County,Shale_Formation/Member,Depth,Depth_Range_(feet),Second_Depth_Interval_(feet),Third_Depth_Interval_(feet),Initial_Potential_(MCFD),Water_(BWPD),ISIP,SITP/SICP,FTP/FCP,IP OIL/COND,API gravity,GOR,Comments,Lateral Length (ft),PI Newsletter Date,Latitude,Longitude
35-019-25523,XTO Energy,1,4,2012,1-9H Jeannine,Baum N,Carter,Woodford,13591,13591,,,2106,1178,,,4080,41,62,51366,"HORIZONTAL well; lateral 14,062-19,134 ft; IPF COND 41 BPD; GOR 51,366; OIL GTY 62 API DEG",5072,2/24/2012,34.2317,-96.999919
35-119-23892,Calyx Energy Limited Liability,1,4,2012,14-2 WH Wheeler,Mehan,Payne,Woodford,4143,4143,,,107,899,,,,35,39,3057,"OIL WELL; HORIZONTAL well; lateral 4,640-7,587 ft; IPP  OIL 35 BPD; GOR 3,057; OIL GTY 39 API DEG",2947,4/13/2012,36.044604,-96.959152
35-125-23739,West Star Operating,1,8,2012,1-33H Salt Creek,Eason N,Pottawatomie,Woodford,4431,4431,,,256,670,,,,215,,1191,"OIL WELL; HORIZONTAL well; lateral 5,150-9,840 ft; IPP OIL 215 BPD; GOR 1191; discovery-extension",4690,3/15/2013,35.042917,-96.998617
35-017-24280,Devon Energy,1,11,2012,1-24H Dee Jameson,Calumet,Canadian,Woodford,11919,11919,,,3380,400,,,,160,,21125,"HORIZONTAL well; lateral 12,030-16,387 ft; IPF OIL 160 BPD; GOR 21,125",4357,7/6/2012,35.680805,-98.208314
35-017-24300,Marathon Oil,1,12,2012,1-16H Erma,Watonga-Chickasha Trend,Canadian,Woodford,12381,12381,,,2750,991,,,1300,58,,51724,"HORIZONTAL well; lateral 12,875-16,806 ft; IPF OIL 58 BPD; GOR 51,724",3931,5/18/2012,35.508758,-98.150264
35-017-24294,QEP Energy,1,14,2012,1-14H Louis,Concho,Canadian,Woodford,10532,10532,,,1570,556,,,685,170,52,9235,"OIL WELL; HORIZONTAL well; lateral 10,722-15,304 ft; IPF COND 170 BPD; GOR 9,235; OIL GTY 52 API DEG",4582,2/17/2012,35.608312,-98.022394
35-011-23434,Continental Resources,1,14,2012,1-34H Duncan,Greenfield W,Blaine,Woodford,12804,12804,,,3253,880,,,,4,,813250,"HORIZONTAL well; lateral 13,185-16,376 ft; IPF OIL 4 BPD; GOR 813,250",3191,6/22/2012,35.728724,-98.468408
35-017-24298,Marathon Oil,1,15,2012,2-24H Reimers,Watonga-Chickasha Trend,Canadian,Woodford,11017,11017,,,1837,40,,,,250,,7348,"OIL WELL; HORIZONTAL well; lateral 11,555-15,598 ft; IPF OIL 250 BPD; GOR 7,348",4043,3/30/2012,35.668302,-98.110839
35-017-24297,Devon Energy,1,17,2012,1-19H Running Woman,Watonga-Chickasha Trend,Canadian,Woodford,11747,11747,,,2386,225,,,,63,,37873,"HORIZONTAL well; lateral 12,014-16,484 ft; IPF OIL 63 BPD; GOR 37,873",4470,2/24/2012,35.668236,-98.206232
35-043-23216,Continental Resources,1,17,2012,1-13H McDonald,Putnam,Dewey,Woodford,12342,12342,,,4722,1150,,,,82,55,57585,"HORIZONTAL well; lateral 12,910-17,371 ft; IPF COND 82 BPD; GOR 57,585; OIL GTY 55 API DEG",4461,6/8/2012,35.945908,-98.853576
35-051-23561,Continental Resources,1,17,2012,1-27H Igo,Tabler E,Grady,Woodford,12922,12922,,,441,196,,,60,165,50,2673,"OIL WELL; HORIZONTAL well; lateral 13,388-16,730 ft; IPF OIL 165 BPD; GOR 2,673; OIL GTY 50 API DEG; discovery-extension",3342,3/1/2013,35.045102,-97.812598
35-011-23381,Cimarex Energy,1,18,2012,1-13H Cabernet,Watonga-Chickasha Trend,Blaine,Woodford,12362,12362,,,3518,965,,,,42,53,83167,"HORIZONTAL well; lateral 12,514-17,048 ft; IPF COND 42 BPD; GOR 83,167; OIL GTY 53 API DEG",4534,10/12/2012,35.682664,-98.318766
35-017-24269,Marathon Oil,1,19,2012,1-4H Marybell,Watonga-Chickasha Trend,Canadian,Woodford,14298,14298,,,696,,,,,,,,"HORIZONTAL well; lateral 14,463-16,985 ft",2522,4/27/2012,35.462527,-98.265873
35-011-23425,Continental Resources,1,20,2012,1-33H Crawford,Greenfield W,Blaine,Woodford,12915,12915,,,3720,1924,,,,23,52,161739,"HORIZONTAL well; lateral 13,334-17,421 ft; IPF COND 23 BPD; GOR 161,739; OIL GTY 52 API DEG; discovery-extension",4087,6/15/2012,35.726016,-98.482791
35-015-23184,Devon Energy,1,22,2012,1-9H Tommy,Bridgeport,Caddo,Woodford,13147,13147,,,1500,241,,,,,,,"HORIZONTAL well; lateral 14,741-19,476 ft",4735,6/29/2012,35.532722,-98.363899
35-121-24470,Petroquest Energy,1,23,2012,2-34H Dash Ranch,Reams NW,Pittsburg,Woodford,8258,8258,,,5921,1127,,,350,,,,"HORIZONTAL well; lateral 8,186-13,147 ft",4961,3/16/2012,35.042641,-95.816937
35-063-24368,Continental Resources,1,23,2012,1-10H Dodson,Gerty E,Hughes,Woodford,7320,7320,,,4188,,,,15,,,,"HORIZONTAL well; lateral 7,588-11,840 ft",4252,6/15/2012; 6/26/2012,34.838537,-96.239381
35-011-23440,Devon Energy,1,25,2012,1-10H Welmar,Elm Grove,Blaine,Woodford,14422,14422,,,2485,990,,,,,,,"HORIZONTAL well; lateral 14,741-18,998 ft",4257,6/29/2012,35.610371,-98.467027
35-063-24379,Silver Creek Oil & Gas,1,25,2012,16-4H Jersey,Calvin SE,Hughes,Woodford,5732,5732,,,1347,,,,200,3,,538800,"HORIZONTAL well; lateral 6,132-10,661 ft; IPF OIL 3 BPD; GOR 538,800",4529,10/19/2012,34.89718,-96.257459
35-043-23224,Devon Energy,1,27,2012,1-28H Joy,unnamed,Dewey,Woodford,12694,12694,,,4189,840,,,,55,,76164,"HORIZONTAL well; lateral 12,700-16,889 ft; IPF OIL 55 BPD; GOR 76,164; discovery-new field",4189,6/29/2012,35.840413,-98.690846
35-121-24529,Petroquest Energy,1,27,2012,4-34H Dash Ranch,Reams NW,Pittsburg,Woodford,7960,7960,,,4929,975,,,250,,,,"HORIZONTAL well; lateral 8,758-13,778 ft",5020,7/6/2012,35.029991,-95.805978
35-121-24545,XTO Energy,1,29,2012,1-23H Hatridge,Kiowa NW,Pittsburg,Woodford,10801,10801,,,4413,993,,,1600,,,,"HORIZONTAL well; lateral 10,870-15,548 ft",4678,5/11/2012,34.723021,-96.005624
35-121-24608,Petroquest Energy,1,29,2012,1-2H Orval,Reams NW,Pittsburg,Woodford,8402,8402,,,3100,890,,,220,,,,"HORIZONTAL well; lateral 8,636-13,184 ft",4548,6/15/2012,35.029991,-95.805978
35-011-23413,Devon Energy,2,1,2012,1-9H Old Man,Watonga-Chickasha Trend,Blaine,Woodford,12829,12829,,,1797,586,,,,60,,29950,"HORIZONTAL well; lateral 13,203-17,970 ft; IPF OIL 60 BPD; GOR 29,950",4767,6/29/2012,35.697203,-98.383232
35-011-23424,Devon Energy,2,4,2012,1-8H Wigington,Greenfield NW,Blaine,Woodford,12994,12994,,,1681,720,,,,38,,44237,"HORIZONTAL well; lateral 12,868-17,626 ft; IPF OIL 38 BPD; GOR 44,237",4758,6/29/2012,35.709853,-98.385136
35-083-23971,Devon Energy,2,5,2012,1-16H Wilma,Lucien S,Logan,Woodford,5229,5229,,,262,1619,,,,353,,742,"OIL WELL; HORIZONTAL well; lateral 5,799-9,348 ft; IPF OIL 353 BPD; GOR 742; Woodford discovery-new pay",3549,7/6/2012,36.11667,-97.410635
35-017-24302,Devon Energy,2,7,2012,1-18H Dougherty Bros,Watonga-Chickasha Trend,Canadian,Woodford,10784,10784,,,2082,850,,,,103,,20214,"HORIZONTAL well; lateral 10,808-15,223 ft; IPF OIL 103 BPD; GOR 20,214",4415,6/29/2012,35.692715,-98.097082
35-073-24746,Newfield Exploration,2,9,2012,1H-27 Lotocka,Okarche N,Kingfisher,Woodford,9674,9674,,,446,231,,,185,64,41,7024,"OIL WELL; HORIZONTAL well; lateral 9,924-14,266 ft; IPF OIL 63.5 BPD; GOR 7,024; OIL GTY 41.4 API DEG",4342,10/4/2013,35.753439,-98.044781
35-043-23223,Continental Resources,2,11,2012,1-30H Oakes,Nobscot NW,Dewey,Woodford,12606,12606,,,5384,694,,,,60,54,89733,"HORIZONTAL well; lateral 13,198-16,751 ft; IPF COND 60 BPD; GOR 89,733; OIL GTY 54 API DEG",3553,6/8/2012,35.916995,-98.845077
35-019-25567,XTO Energy,2,12,2012,1-21H Rhodes,Berwyn SW,Carter,Woodford,9446,9446,,,2146,667,,,145,112,50,19161,"HORIZONTAL well; lateral 10,192-14,926 ft; IPF COND 112 BPD; GOR 19,161; OIL GTY 50 API DEG",4734,3/9/2012,34.275307,-97.104784
35-121-24601,Petroquest Energy,2,12,2012,1-25H Riley,Reams NW,Pittsburg,Woodford,8000,8000,,,3185,2146,,,260,,,,"HORIZONTAL well; lateral 8,929-13,906 ft",4977,5/4/2012,35.046312,-95.779474
35-011-23454,Continental Resources,2,13,2012,1-21XH Toms,Watonga-Chickasha Trend,Blaine,Woodford,10399,10399,,,2706,1369,,1650,820,655,45,4131,"OIL WELL; ANADARKO BASIN FIRST TWO-SECTION HORIZONTAL WOODFORD PRODUCER; lateral 10,860-20,377 ft; gross depth range; IPF OIL 655 BPD; GOR 4,131; OIL GTY 44.9 API DEG",9517,4/19/2013,35.842014,-98.27499
35-095-20560,XTO Energy,2,15,2012,1-11H Smither,Madill N,Marshall,Woodford,9448,9448,,,1188,550,,,200,287,38,4139,"OIL WELL; HORIZONTAL well; lateral 9,453-14,102 ft; IPF OIL 287 BPD; GOR 4,139; OIL GTY 38 API DEG",4649,1/27/2012; 2/28/2012,34.138988,-96.757336
35-017-24273,Marathon Oil,2,15,2012,4-2H Schweitzer,Watonga-Chickasha Trend,Canadian,Woodford,10586,10586,,,374,121,,,,16,,23375,"HORIZONTAL well; lateral 10,900-14,960 ft; IPF OIL 16 BPD; GOR 23,375",4060,3/16/2012,35.71172,-98.135222
35-095-20557,XTO Energy,2,15,2012,1-4H Combes,Madill N,Marshall,Woodford; Sycamore,9228,9228,,,2507,479,,,479,301,40,8329,"OIL WELL; HORIZONTAL well; commingled; lateral Woodford 7,950-13,650 ft; lateral Sycamore 9,906-10,044 ft; IPF OIL 301 BPD; GOR 8,329; OIL GTY 40 API DEG",5700,3/16/2012,34.1445,-96.781363
35-017-24306,Devon Energy,2,15,2012,1-29H Teresa,Watonga-Chickasha Trend,Canadian,Woodford,13946,13946,,,1507,1104,,,,,,,"HORIZONTAL well; lateral 14,549-18,496 ft",3947,6/29/2012,35.395183,-98.171098
35-013-20163,XTO Energy,2,15,2012,1-34H35 Murphy,Durant W,Bryan,Woodford,8145,8145,,,1347,492,,,200,100,40,13470,"OIL WELL; HORIZONTAL well; lateral 8,626-13,172 ft; IPF OIL 100 BPD; GOR 13,470; OIL GTY 40 API DEG",4546,7/6/2012,33.993933,-96.447133
35-017-24305,QEP Energy,2,16,2012,1-5H Chianti,Watonga-Chickasha Trend,Canadian,Woodford,11967,11967,,,2077,948,,,1525,97,57,21412,"HORIZONTAL well; lateral 11,985-16,445 ft; IPF COND 97 BPD; GOR 21,312; OIL GTY 57 API DEG",4460,3/15/2013,35.724146,-98.290224
35-121-24592,XTO Energy,2,18,2012,1-21H28 Falcon Farms,Scipio NW,Pittsburg,Woodford,5539,5539,,,1783,1641,,,300,,,,"HORIZONTAL well; lateral 5,938-10,481 ft",4543,5/4/2012,35.058889,-96.050545
35-011-23393,Cimarex Energy,2,18,2012,1-32H Propps,Hydro NE,Blaine,Woodford,15864,15864,,,1921,1000,,,6811,,,,"HORIZONTAL well; lateral 16,086-20,624 ft",4538,8/3/2012,35.552549,-98.597895
35-121-24610,XTO Energy,2,19,2012,1-24H Roy,Kiowa NW,Pittsburg,Woodford,11120,11120,,,2714,638,,,1023,,,,"HORIZONTAL well; lateral 11,590-15,722 ft",4132,5/4/2012,34.710371,-95.990306
35-121-24595,XTO Energy,2,19,2012,1-20H29 Falcon Farms,Scipio NW,Pittsburg,Woodford,5532,5532,,,2506,2182,,,471,,,,"HORIZONTAL well; lateral 5,916-10,858 ft",4942,5/4/2012,35.058893,-96.056998
35-043-23225,Continental Resources,2,19,2012,1-7H Weimer,Nobscot NW,Dewey,Woodford,13022,13022,,,4273,1391,,,1375,42,54,101238,"HORIZONTAL well; lateral 13,432-17,204 ft; IPF COND 42 BPD; GOR 101,238; OIL GTY 54 API DEG",3772,9/28/2012,35.870793,-98.828254
35-069-20129,XTO Energy,2,20,2012,1-29H Ross,unnamed,Johnston,Woodford,7817,7817,,,2116,776,,,,217,40,9751,"OIL WELL; HORIZONTAL well; lateral 8,994-13,850 ft; IPF OIL 217 BPD; GOR 9,751; OIL GTY 40 API DEG; discovery-new field",4856,5/4/2012,34.173576,-96.805451
35-043-23233,Continental Resources,2,20,2012,1-28H Gary Borden,Putnam,Dewey,Woodford,12036,12036,,,3375,2363,,,600,94,54,35904,"HORIZONTAL well; lateral 12,455-14,943 ft; IPF COND 94 BPD; GOR 35,904; OIL GTY 54 API DEG",2488,8/31/2012,36.001194,-98.910364
35-017-24285,Eagle Rock Mid-Continent Operating,2,21,2012,1-14H Johnson,Watonga-Chickasha Trend,Canadian,Woodford,12049,12049,,,889,165,,,1375,40,52,22225,"HORIZONTAL well; lateral 12,719-16,752 ft; gross depth range; IPF COND 40 BPD; GOR 22,225; OIL GTY 52 API DEG",4033,7/6/2012,35.508869,-98.115368
35-121-24609,Antero Resources,2,25,2012,10-2H Hoehne Ranch One,Lamar E,Pittsburg,Woodford,5377,5377,,,4161,2910,,,1250,,,,"HORIZONTAL well; lateral 5,778-10,692 ft",4914,8/24/2012,35.10238,-96.02828
35-095-20566,Chesapeake Operating,2,26,2012,1H Explorer 8-6-7,Aylesworth,Marshall,Woodford,6599,6599,,,1775,156,,,,173,34,10260,"OIL WELL; HORIZONTAL well; lateral 6,675-11,427 ft; IPF OIL 173 BPD; GOR 10,260; OIL GTY 34 API DEG",4752,4/6/2012,34.049881,-96.603686
35-011-23409,Marathon Oil,2,27,2012,1-3H Roser,Watonga-Chickasha Trend,Blaine,Woodford,10693,10693,,,500,1488,,,1230,10,44,,"OIL WELL; HORIZONTAL well; lateral 11,287-15,321 ft; IPF OIL 10 BPD, 58 BPD natural gas liquids; OIL GTY 44 API DEG",4034,4/6/2012; 5/11/2012,35.885397,-98.358654
35-121-24568,BP America Production Company,2,28,2012,1-5H Ottuso,Arpelar N,Pittsburg,Woodford,6432,6432,,,1750,,,,1012,,,,"HORIZONTAL well; lateral 6,994-11,848 ft",4854,4/27/2012,35.013519,-95.953528
35-017-24292,Cimarex Energy,2,28,2012,1-9H Adamson,Watonga-Chickasha Trend,Canadian,Woodford,11796,11796,,,1577,400,,,,80,,19712,"HORIZONTAL well; lateral 12,025-16,990 ft; IPF OIL 80 BPD; GOR 19,712; OWWO; recompleted in Woodford 10/27/2016",4965,12/21/2012; 2/3/2017,35.695441,-98.261325
35-137-26820,Continental Resources,2,29,2012,1-17H Poteet,unnamed,Stephens,Woodford,15516,15516,,,6575,590,,,2100,423,61,15544,"HORIZONTAL well; lateral 16,060-19,427 ft; first horizontal Woodford Shale wildcat in Stephens County; IPF COND 423 BPD; GOR 15,544; OIL GTY 61 API DEG; discovery-new field",3367,7/6/2012,34.638682,-97.636296
35-017-24314,Devon Energy,2,29,2012,1-24H Regena,El Reno,Canadian,Woodford,12111,12111,,,1016,400,,,,40,,25400,"HORIZONTAL well; lateral 12,452-17,150; IPF OIL 40 BPD; GOR 25,400",4698,6/29/2012,35.49712,-98.109727
35-121-24620,Antero Resources,2,29,2012,10-3H Lott,Scipio NW,Pittsburg,Woodford,5484,5484,,,3729,2864,,,1135,,,,"HORIZONTAL well; lateral 5,621-10,519 ft",4898,8/24/2012,35.086026,-96.021778
35-051-23564,Marathon Oil,3,1,2012,6-17H K. Richards,Knox,Grady,Woodford,13823,13823,,,7600,247,,,3200,114,,66667,"HORIZONTAL well; lateral 14,488-18,445 ft; IPF OIL 114 BPD; GOR 66,667",3957,8/17/2012; 11/6/2012,34.738671,-97.753333
35-011-23448,Devon Energy,3,1,2012,1-4H Patricia,Watonga-Chickasha Trend,Blaine,Woodford,12485,12485,,,4269,391,,,,42,,101643,"HORIZONTAL well; lateral 12,849-17,083 ft; IPF OIL 42 BPD; GOR 101,643",4234,6/15/2012,35.711664,-98.378794
35-121-24622,Antero Resources,3,1,2012,10-4H Lott,Scipio NW,Pittsburg,Woodford,5523,5523,,,3514,2594,,,920,,,,"HORIZONTAL well; lateral 5,727-10,282 ft",4555,8/24/2012,35.086026,-96.021778
35-019-25588,XTO Energy,3,3,2012,1-2H Sweeten,Nason,Carter,Sycamore; Woodford,13819,13819,,,465,3529,,,2800,18,62,25833,"HORIZONTAL well; commingled; lateral Sycamore 14,770-14,850 ft, Woodford 14,986-19,832 ft; IPF COND 18 BPD; GOR 25,833; OIL GTY 62 API DEG; discovery-new field",5062,4/6/2012; 9/11/2012,34.231707,-97.059026
35-011-23447,Continental Resources,3,3,2012,1-29H Karlyn,Greenfield NW,Blaine,Woodford,12258,12258,,,864,520,,,180,27,50,32000,"HORIZONTAL well; lateral 12,690-16,238 ft; IPF COND 27 BPD; GOR 32,000; OIL GTY 50 API DEG",3548,8/17/2012,35.740586,-98.391948
35-121-24606,Antero Resources,3,3,2012,10-1H Brooke Preslee,Lamar E,Pittsburg,Woodford,5430,5430,,,6094,2288,,,938,,,,"HORIZONTAL well; lateral 5,907-10,821 ft",4914,8/24/2012,35.10238,-96.034907
35-019-25598,XTO Energy,3,4,2012,1-1H Moore,unnamed,Carter,Woodford,13695,13695,,,2656,2189,,,3517,85,62,31247,"HORIZONTAL well; lateral 14,100-18,906 ft; IPF COND 85 BPD; GOR 31,247; OIL GTY 62 API DEG",4806,5/4/2012,34.24255,-97.039352
35-043-23229,Devon Energy,3,4,2012,1-27H Barbara,Nobscot NW,Dewey,Woodford,12120,12120,,,2552,664,,,,78,,32718,"HORIZONTAL well; lateral 12,380-15,734 ft; IPF OIL 78 BPD; GOR 32,718",3354,6/29/2012,35.914289,-98.783993
35-011-23462,Devon Energy,3,4,2012,1-29H Clarence,Altona SW,Blaine,Woodford,11674,11674,,,1027,735,,,,127,,8087,"OIL WELL; HORIZONTAL well; lateral 11,819-16,455 ft; IPF OIL 127 BPD; GOR 8,087",4636,2/1/2013,35.740609,-98.28819
35-011-23416,Marathon Oil,3,7,2012,1-34H Pierce,Watonga-Chickasha Trend,Blaine,Woodford,11416,11416,,,1381,22,,,623,100,,13810,"OIL WELL; HORIZONTAL well; lateral 11,923-15,684 ft; IPF OIL 100 BPD; GOR 13,810",3761,7/13/2012,35.81314,-98.349787
35-121-24596,Newfield Exploration,3,9,2012,1H-28W Schmitt,Pine Hollow S,Pittsburg,Woodford,9101,9101,,,9489,622,,,,,,,"HORIZONTAL well; lateral 9,550-16,873 ft; gross depth range",7323,5/4/2012; 5/11/2012,34.971898,-95.834581
35-011-23442,Continental Resources,3,10,2012,1-10H Payne,Hydro NE,Blaine,Woodford,14793,14793,,,4843,1614,,,3725,,,,"HORIZONTAL well; lateral 15,105-19,119 ft",4014,8/31/2012,35.610443,-98.571219
35-121-24612,Newfield Exploration,3,12,2012,2H-28W Schmitt,Pine Hollow S,Pittsburg,Woodford,9247,9247,,,10200,570,,1500,278,,,,"HORIZONTAL well; lateral 9,525-16,330 ft; gross depth range",6805,4/6/2012; 4/13/2012,34.968294,-95.841192
35-011-23412,Marathon Oil,3,12,2012,1-32H Jones,Watonga-Chickasha Trend,Blaine,Woodford,11752,11752,,,1262,,,,680,100,,12620,"HORIZONTAL well; lateral 12,819-15,710 ft; gross depth range; IPF OIL 100 BPD; GOR 12,620",2891,6/1/2012,35.825779,-98.396473
35-043-23228,Continental Resources,3,12,2012,1-7H Beers,Putnam,Dewey,Woodford,13956,13956,,,3915,1571,,,1975,4,,978750,"HORIZONTAL well; lateral 15,687-18,223 ft; IPF OIL 4 BPD; GOR 978,750; discovery-extension",2536,8/17/2012,35.871026,-98.945535
35-029-21188,Newfield Exploration,3,13,2012,1H-17W Betty,Tupelo NE,Coal,Woodford,5947,5947,,,1650,780,,,540,14,37,119565,"HORIZONTAL well; lateral 6,831-14,800 ft; IPF OIL 14 BPD; GOR 119,565; OIL GTY 37 API DEG",7969,8/17/2012,34.65172,-96.382069
35-121-24598,Petroquest Energy,3,14,2012,1-18H Kemp,Quinton District,Pittsburg,Woodford,7800,7800,,,6801,1292,,,370,,,,"HORIZONTAL well; lateral 8,150-13,077 ft",4927,7/6/2012,35.073923,-95.454155
35-043-23236,Continental Resources,3,14,2012,1-9H Gather,Squirrel Creek,Dewey,Woodford,13724,13724,,,4645,1332,,,1990,40,53,116125,"HORIZONTAL well; lateral 14,268-18,033 ft; IPF COND 40 BPD; GOR 116,125; OIL GTY 53 API DEG",3765,8/31/2012,35.871052,-98.910274
35-017-24334,Newfield Exploration,3,14,2012,1H-7 Rempe,Concho N,Canadian,Woodford,9441,9441,,,840,436,,,157,206,42,4074,"OIL WELL; HORIZONTAL well; lateral 9,838-14,267 ft; IPF OIL 206 BPD; GOR 4,074; OIL GTY 42 API DEG",4429,10/12/2012,35.697447,-97.991431
35-011-23459,Devon Energy,3,15,2012,1-2H York,Omega S,Blaine,Woodford,10573,10573,,,1194,1320,,,,364,,3280,"OIL WELL; HORIZONTAL well; lateral 10,999-15,132 ft; IPF OIL 364 BPD; GOR 3,280",4133,6/29/2012,35.80135,-98.238101
35-017-24303,Marathon Oil,3,16,2012,1-18H Shanklin,Watonga-Chickasha Trend,Canadian,Woodford,12927,12927,,,5600,594,,,,12,,466667,"HORIZONTAL well; lateral 13,372-17,342 ft; IPF OIL 12 BPD, 366 BPD natural gas liquids; GOR 466,667",3970,4/6/2012; 4/27/2012,35.508667,-98.198713
35-017-24320,QEP Energy,3,18,2012,1-8H Phyllis,Watonga-Chickasha Trend,Canadian,Woodford,11919,11919,,,5456,769,,,3650,163,55,33472,"HORIZONTAL well; lateral 12,076-16,570 ft; IPF COND 163 BPD; GOR 33,472; OIL GTY 55 API DEG",4494,5/25/2012,35.697243,-98.288008
35-121-24597,Petroquest Energy,3,18,2012,1-24H Cable,Quinton District,Pittsburg,Woodford,8009,8009,,,5959,965,,,300,,,,"HORIZONTAL well; lateral 8,362-13,501 ft",5139,7/27/2012,35.073923,-95.454155
35-011-23449,Continental Resources,3,22,2012,1-5H Nash,Fay SE,Blaine,Woodford,12066,12066,,,2447,324,,,,58,51,42190,"HORIZONTAL well; lateral 12,518-14,003 ft; IPF COND 58 BPD; GOR 42,190; OIL GTY 51 API DEG",1485,8/10/2012,35.798513,-98.49616
35-121-24599,Petroquest Energy,3,23,2012,1-13H Cable,Quinton District,Pittsburg,Woodford,7836,7836,,,5016,831,,,300,,,,"HORIZONTAL well; lateral 8,297-13,096 ft",4799,7/6/2012,35.073923,-95.454155
35-121-24600,Petroquest Energy,3,24,2012,1-19H Thelma,Quinton District,Pittsburg,Woodford,7900,7900,,,4948,974,,,300,,,,"HORIZONTAL well; lateral 8,208-13,332 ft",5124,7/27/2012,35.073923,-95.454155
35-119-23901,Calyx Energy Limited Liability,3,26,2012,21-1WH Moffat,Mehan,Payne,Woodford,4460,4460,,,622,1700,,,,392,40,2500,"OIL WELL; HORIZONTAL well; lateral 4,400-8,050 ft; IPP OIL 392 BPD; GOR 2,500; OIL GTY 40 API DEG",3650,7/13/2012; 7/20/2012,36.028171,-96.994975
35-015-23177,Cimarex Energy,3,27,2012,1-16H Elsco,Lookeba E,Caddo,Woodford,15790,15790,,,4315,423,,,,,,,"HORIZONTAL well; lateral 16,123-20,356 ft; discovery-extension",4233,12/21/2012,35.421847,-98.360482
35-119-23894,Truevine Operating,3,28,2012,2-14H Mehan,Lost Creek S,Payne,Woodford,4575,4575,,,15,70,,,,17,41,882,"OIL WELL; HORIZONTAL well; lateral 4,250-6,193 ft; gross depth range; IPP OIL 17 BPD; GOR 882; OIL GTY 41 API DEG",1943,8/3/2012,36.029938,-97.054525
35-015-23178,Cimarex Energy,3,29,2012,1-15H Hollis,Lookeba E,Caddo,Woodford,15654,15654,,,2850,145,,,,,,,"HORIZONTAL well; lateral 15,784-19,320 ft",3536,3/8/2013,35.421761,-98.342715
35-011-23435,Continental Resources,4,1,2012,1-20H Didier,Fay E,Blaine,Woodford,12691,12691,,,3273,1161,,,,90,51,36366,"HORIZONTAL well; lateral 13,208-16,990 ft; IPF COND 90 BPD; GOR 36,366; OIL GTY 51 API DEG; discovery-extension",3782,8/10/2012,35.755089,-98.498273
35-019-25587,XTO Energy,4,2,2012,1-10H Page,Baum N,Carter,Woodford,12089,12089,,,2689,2256,,,2000,95,60,28305,"HORIZONTAL well; lateral 13,220-17,911 ft; IPF COND 95 BPD; GOR 28,305; OIL GTY 60 API DEG; discovery-extension",4691,7/6/2012,34.217217,-96.980374
35-019-25610,XTO Energy,4,2,2012,1-23H Leming,Baum N,Carter,Woodford; Sycamore,13231,13231,,,3045,2058,,,2200,,,,"HORIZONTAL well; commingled; Woodford lateral 13,442-16,540 ft, Sycamore lateral 17,041-17,891 ft",4449,7/6/2012,34.188162,-96.956373
35-011-23453,Devon Energy,4,3,2012,1-6H Birds Nest,Greenfield NW,Blaine,Woodford,12878,12878,,,2610,298,,,,35,,,"HORIZONTAL well; lateral 13,146-17,501 ft; IPF OIL 35 BPD",4355,8/24/2012,35.711695,-98.411984
35-011-23404,Cimarex Energy,4,4,2012,1-31H Klaassen,Hydro NW,Blaine,Woodford,16023,16023,,,2427,480,,,,,,,"HORIZONTAL well; lateral 16,416-20,782 ft",4366,5/18/2012,35.552484,-98.622467
35-121-24625,XTO Energy,4,10,2012,2-3H34 Holt,Reams NW,Pittsburg,Woodford,6270,6270,,,3962,840,,,500,,,,"HORIZONTAL well; lateral 7,122-12,010 ft",4888,7/6/2012,35.02817,-95.927081
35-121-24626,XTO Energy,4,10,2012,1-3H34 Holt,Reams NW,Pittsburg,Woodford,6298,6298,,,3437,840,,,433,,,,"HORIZONTAL well; lateral 7,226-12,079 ft",4853,7/6/2012,35.02817,-95.927081
35-011-23458,Devon Energy,4,10,2012,1-28H Crystal,Leonel SE,Blaine,Woodford,11227,11227,,,2099,2832,,,,87,,24126,"HORIZONTAL well; lateral 11,518-15,886 ft; IPF OIL 87 BPD; GOR 24,126",4368,8/17/2012,35.914185,-98.590956
35-019-25622,XTO Energy,4,12,2012,1-28H Hall,Berwyn,Carter,Woodford,11779,11779,,,1075,1536,,,1056,141,52,7624,"OIL WELL; HORIZONTAL well; lateral 12,530-17,300 ft; IPF COND 141 BPD; GOR 7,624; OIL GTY 52 API DEG",4770,7/6/2012,34.260693,-96.999963
35-017-24307,Marathon Oil,4,13,2012,1-3H Barbara Ann,Watonga-Chickasha Trend,Canadian,Woodford,12585,12585,,,1602,266,,,,19,,84315,"HORIZONTAL well; lateral 13,149-16,525 ft; IPF OIL 19 BPD; GOR 84,315",3376,5/25/2012,35.453088,-98.136167
35-011-23433,Devon Energy,4,13,2012,1-10H Sarah Dudley,Watonga-Chickasha Trend,Blaine,Woodford,13615,13615,,,4590,245,,,1450,,,,"HORIZONTAL well; lateral 13,816-18,797 ft; discovery-extension",4981,6/29/2012,35.62751,-98.36225
35-011-23455,Devon Energy,4,13,2012,2-10H Sarah Dudley,Watonga-Chickasha Trend,Blaine,Woodford,13606,13606,,,5228,286,,,2100,,,,"HORIZONTAL well; lateral 13,694-18,640 ft; discovery-extension",4946,6/29/2012,35.62751,-98.36225
